OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,LotConfig,BldgType,LotArea,OverallCond,2ndFlrSF,BedroomAbvGr,Fireplaces,EnclosedPorch,OpenPorchSF,WoodDeckSF,HalfBath,SalePrice
6,1930,1950,768,790,790,1,4,1,160,1,5,6292,5,0,2,0,0,141,0,0,91000
5,1941,1960,984,984,1604,2,6,2,660,1,5,10998,5,620,3,0,0,68,0,0,117000
6,1973,1973,483,483,987,1,5,1,264,1,3,1953,5,504,2,0,0,0,72,1,83000
5,2006,2007,384,754,1394,2,7,2,400,1,5,9735,5,640,3,0,0,0,100,1,167500
3,1914,1950,864,864,864,1,5,1,200,1,5,8212,3,0,2,0,96,0,0,0,58500
6,1970,1970,1205,2117,2117,2,7,2,550,2,5,12925,7,0,4,2,0,42,0,1,237500
7,1920,1950,596,998,1762,1,8,2,576,2,5,7200,7,764,4,0,221,0,36,1,157000
5,1918,2007,816,1416,1416,2,7,2,576,1,5,25339,7,0,3,0,112,0,0,0,112000
6,1939,1950,560,698,1258,1,6,1,280,1,5,9060,5,560,2,0,0,0,0,0,105000
4,1922,2007,796,796,1154,1,7,1,240,1,5,5436,8,358,3,0,0,96,0,0,125500
7,1978,1978,1392,1392,2784,3,12,2,564,1,5,16692,5,1392,5,2,0,112,0,1,250000
6,1916,1950,714,1664,2526,2,10,1,216,1,5,8520,7,862,5,1,0,15,88,0,136000
9,2006,2007,1746,1746,1746,2,7,3,758,5,5,14892,5,0,3,2,0,39,201,0,377500
6,1941,1950,735,869,1218,1,6,2,440,1,5,6000,6,349,3,1,0,0,0,0,131000
7,2000,2000,1525,1525,1525,2,6,2,541,1,5,9100,5,0,3,0,0,36,219,0,235000
5,1967,1967,1584,1584,1584,2,8,3,792,1,2,8944,5,0,4,0,0,152,0,0,124000
5,1967,1967,864,900,900,1,6,1,288,1,5,7838,5,0,3,1,0,144,175,0,123000
6,1905,2000,482,1221,1912,2,7,2,672,1,1,10800,7,691,3,1,212,25,0,0,163000
7,2006,2006,1356,1500,1500,2,6,3,648,1,4,4045,5,0,2,1,0,20,161,0,246578
8,2005,2006,1094,1133,2482,2,9,3,642,1,5,12665,5,1349,4,1,0,39,144,1,281213
5,1948,1950,747,1687,1687,1,7,2,572,1,5,57200,5,0,3,2,50,0,0,0,160000
5,1920,2004,939,939,1513,1,8,1,180,1,5,6120,8,574,4,0,150,0,24,1,137500
5,1950,1982,1208,1136,1904,1,7,1,240,1,5,7200,4,768,3,0,168,0,0,1,138000
6,1925,1990,976,1160,1608,2,7,1,216,1,5,6171,6,448,3,1,0,16,147,1,137450
6,1929,1950,862,950,1158,1,5,1,208,2,5,6000,7,208,3,1,112,0,0,0,120000
6,2004,2004,839,864,1593,2,8,2,398,1,5,7415,5,729,3,1,0,75,100,1,193000
7,2006,2006,1286,1294,1294,2,6,2,662,1,5,6762,5,0,2,1,0,55,168,0,193879
8,2007,2007,1485,1464,1464,2,6,3,754,5,5,15256,5,0,3,0,0,160,168,0,282922
3,1915,1950,672,694,1214,1,6,3,936,2,5,10410,4,520,3,0,160,0,216,0,105000
8,2004,2005,1594,1646,1646,2,5,2,482,1,4,3842,5,0,2,1,0,53,128,0,275000
5,1972,2007,768,768,768,1,5,2,396,2,5,8445,7,0,2,0,0,0,58,0,133000
5,1985,1985,833,833,833,1,5,0,0,2,5,8780,5,0,3,0,0,0,0,0,112000
4,1910,1950,622,741,1363,1,6,2,528,1,5,7740,7,622,3,0,0,0,0,0,125500
7,1986,1991,791,1236,2093,2,7,2,542,5,5,20544,6,857,3,1,0,63,364,1,215000
7,2001,2001,944,944,1840,2,6,2,622,1,5,12420,5,896,3,0,0,45,0,1,230000
6,1950,2005,856,1112,1668,1,6,1,271,1,5,9600,8,556,3,0,0,0,0,1,140000
4,1949,1950,0,1040,1040,2,6,2,420,1,2,7200,5,0,2,0,0,0,0,0,90000
8,2005,2006,1844,1844,1844,2,7,2,620,2,5,10994,5,0,2,1,0,44,165,0,257000
6,1923,2000,833,1053,1848,1,8,2,370,1,5,13053,7,795,4,1,0,0,0,1,207000
7,2007,2007,1386,1569,1569,2,7,3,660,1,4,3635,5,0,1,1,0,20,143,0,175900
4,1885,1950,777,1246,2290,2,11,2,560,1,1,11340,6,1044,4,0,114,0,0,0,122500
8,1998,1998,1284,1310,2450,2,7,3,1069,1,5,16545,5,1140,3,1,0,126,0,1,340000
5,1963,1963,1144,1144,1144,1,6,1,336,1,5,9204,5,0,3,0,0,88,0,1,124000
6,1969,1969,1844,1844,1844,2,7,2,540,1,5,16381,5,0,3,1,216,73,0,0,223000
6,1968,1968,708,708,1416,2,7,2,776,2,5,11700,6,708,3,1,0,169,0,1,179900
6,1977,1977,1069,1069,1069,2,4,2,440,1,4,4043,5,0,2,1,0,55,0,0,127500
6,2003,2003,848,848,848,1,3,2,420,1,4,4435,5,0,1,0,0,0,140,0,136500
6,1966,1966,697,1575,2201,2,8,2,432,5,5,19690,7,626,4,1,0,236,586,0,274970
5,1958,1983,1024,1344,1344,1,6,1,484,1,5,9503,5,0,2,1,0,28,316,0,144000
6,1959,1959,1252,1252,1252,1,7,2,528,1,5,10721,6,0,3,0,0,39,0,0,142000
7,1994,1994,1223,1223,2127,2,5,2,525,1,5,10944,5,904,3,2,0,132,171,1,271000
5,1945,1950,913,1048,1558,1,6,1,288,1,5,10930,6,510,3,1,0,0,0,1,140000
5,1940,1992,788,804,804,1,4,1,240,2,5,7200,7,0,2,2,154,0,0,0,119000
6,1981,1981,1440,1440,1440,2,7,2,467,2,5,12546,7,0,3,1,99,0,0,0,182900
5,2005,2005,732,734,1838,2,7,2,372,1,5,21930,5,1104,4,1,0,40,100,1,192140
6,1976,1976,958,958,958,2,5,2,440,1,4,4928,6,0,2,0,0,60,0,0,143750
4,1927,2007,656,968,968,2,5,1,216,1,5,10800,6,0,4,0,0,0,0,0,64500
6,2000,2000,936,962,1792,2,8,2,451,1,5,10261,5,830,3,1,0,0,0,1,186500
5,1977,1977,1126,1126,1126,2,5,2,484,1,5,17400,5,0,3,1,0,41,295,0,160000
6,1962,2005,1319,1537,1537,1,7,2,462,1,5,8400,9,0,3,1,0,36,0,1,174000
4,1971,1971,864,864,864,1,5,2,528,3,5,9000,6,0,3,0,0,0,0,0,120500
8,2008,2008,1932,1932,1932,2,7,3,774,3,5,12444,5,0,2,1,0,66,0,0,394617
6,1957,1996,912,1236,1236,1,6,2,923,1,5,7407,7,0,2,0,158,158,0,0,149700
7,1979,1979,539,1040,1725,2,6,2,550,1,5,11584,6,685,3,1,216,88,0,1,197000
6,1922,1994,588,1423,2555,2,11,2,672,1,5,11526,7,748,3,1,0,0,431,0,191000
6,2004,2004,848,848,848,1,3,2,420,1,4,4426,5,0,1,1,0,0,149,0,149300
10,2008,2008,1017,1026,2007,2,10,3,812,1,5,11003,5,981,3,1,0,52,168,1,310000
6,1916,1950,952,952,952,1,4,1,192,1,5,8854,6,0,2,1,0,98,0,0,121000
7,2004,2004,1422,1422,1422,2,7,2,626,3,5,8500,5,0,3,0,0,60,192,0,179600
6,1966,1966,814,913,913,1,6,1,240,1,5,8400,5,0,3,0,252,0,0,0,129000
5,1962,1962,1188,1188,1188,1,6,1,312,5,5,26142,7,0,3,0,0,39,261,0,157900
8,1995,1996,1220,1220,2090,2,8,2,556,1,5,10000,5,870,3,1,0,65,0,1,240000
4,1910,2000,560,796,1346,1,6,1,384,1,5,11767,7,550,2,0,0,24,168,1,112000
5,1970,1970,630,630,630,1,3,0,0,1,3,1533,7,0,1,0,0,0,0,0,92000
5,1974,1974,896,896,1792,2,8,0,0,3,2,9000,5,896,4,0,0,45,32,2,136000
8,2008,2009,1573,1578,1578,2,7,3,840,1,5,9262,5,0,3,1,0,36,0,0,287090
5,2005,2005,547,1072,1072,1,5,2,525,1,4,3675,5,0,2,0,0,28,0,0,145000
5,2006,2006,1140,1140,1140,1,6,0,0,1,5,17217,5,0,3,0,0,56,36,0,84500
7,2004,2005,1221,1221,1221,2,6,2,400,1,5,7500,5,0,2,0,0,113,0,0,185000
6,1999,2000,953,953,1647,2,7,2,460,1,5,7917,5,694,3,1,0,40,0,1,175000
6,1978,1988,1542,2073,2073,2,7,2,500,1,5,13175,6,0,3,2,0,0,349,0,210000
7,1941,2006,1152,1188,2340,2,9,1,252,1,5,9042,9,1152,4,2,0,60,0,0,266500
5,1950,1996,1078,1078,1078,1,5,1,240,1,5,9717,6,0,2,0,112,0,366,0,142125
5,1965,1965,1256,1256,1256,1,6,1,276,1,5,9937,6,0,3,0,0,68,736,1,147500
